,sensor_1,sensor_2,sensor_3
2025-08-04 16:38:21.579871,57.5970718882098,58.284140847440284,58.62840666373996
2025-08-04 16:39:21.579871,59.435448679296464,59.95941834901765,58.7464542438101
2025-08-04 16:40:21.579871,60.24051411106571,58.04992253689901,59.551904521619214
2025-08-04 16:41:21.579871,59.64339568808562,59.93781236946224,59.891416689605954
2025-08-04 16:42:21.579871,61.03298455293191,61.09411787606472,60.42119079887904
2025-08-04 16:43:21.579871,59.8761664261891,59.49014711251149,59.353918490708395
2025-08-04 16:44:21.579871,61.33294305671014,60.72406578686221,60.945686220203626
2025-08-04 16:45:21.579871,60.59392689009146,59.743328604249506,60.47559841321608
2025-08-04 16:46:21.579871,59.44398620323654,61.38475117092899,58.9705213716887
2025-08-04 16:47:21.579871,60.983681727766054,62.36733365209023,60.68838385519094
2025-08-04 16:48:21.579871,60.27764749262005,59.62771589179,59.08414077551419
2025-08-04 16:49:21.579871,61.58723452063193,59.41166746509638,60.299131597185784
2025-08-04 16:50:21.579871,61.81969706746339,60.33495366418826,58.82487478805944
2025-08-04 16:51:21.579871,58.57315992474148,59.33056702719381,60.676610484254766
2025-08-04 16:52:21.579871,59.21492727635734,60.31630642199599,59.98123017587253
2025-08-04 16:53:21.579871,59.603844506175705,59.68107508300402,59.36620216489849
2025-08-04 16:54:21.579871,58.28432580368318,58.53351690163942,58.58904416662553
2025-08-04 16:55:21.579871,60.10946565639482,58.36369779305523,60.80891540382551
2025-08-04 16:56:21.579871,57.34934597228718,59.52707884253545,59.29816591396658
2025-08-04 16:57:21.579871,60.27284781292627,59.89737058868759,58.616055366724545
2025-08-04 16:58:21.579871,60.82546122348563,59.074056552463524,60.252489248499955
2025-08-04 16:59:21.579871,60.31717487154025,58.559421025666545,57.64582520200732
2025-08-04 17:00:21.579871,58.705450628884904,58.47810310465745,57.96027970297559
2025-08-04 17:01:21.579871,58.87348594329776,58.171117249186935,58.48526519722743
2025-08-04 17:02:21.579871,57.96051348803281,60.121047601942124,58.976076932157866
2025-08-04 17:03:21.579871,56.20512796145026,58.30503643716176,58.68203346932608
2025-08-04 17:04:21.579871,57.86787287240917,58.75984890620945,57.90451563445902
2025-08-04 17:05:21.579871,58.4438140681813,57.04121397594737,56.723538748648096
2025-08-04 17:06:21.579871,57.690466314293865,57.524897381100665,58.43947529984019
2025-08-04 17:07:21.579871,55.63929878251848,56.45453426180091,57.46146337823489
2025-08-04 17:08:21.579871,57.06063523813139,58.013378098028056,57.24698671711583
2025-08-04 17:09:21.579871,55.88710788906319,55.98495382326987,55.062854366629125
2025-08-04 17:10:21.579871,54.82938560355336,55.95074346137604,56.644666511817555
2025-08-04 17:11:21.579871,55.44375184345213,55.2256468473592,55.282554985901974
2025-08-04 17:12:21.579871,56.48604696437731,56.47862066794116,57.15232210043749
2025-08-04 17:13:21.579871,54.20250500392515,53.370565192413146,54.47218148110237
2025-08-04 17:14:21.579871,54.62320384687622,55.112645382307896,54.04237529789523
2025-08-04 17:15:21.579871,53.00377642444823,55.74844666097663,55.616667542314815
2025-08-04 17:16:21.579871,53.587151192690875,53.820911867846,52.76850128430366
2025-08-04 17:17:21.579871,54.1755847981245,54.009034125673374,52.879130254845094
2025-08-04 17:18:21.579871,52.383709339301625,53.92062101585809,53.48414293389364
2025-08-04 17:19:21.579871,53.36445909816679,52.17174199369622,54.128998470012746
2025-08-04 17:20:21.579871,52.553381576890594,50.83821384636963,50.14387567314297
2025-08-04 17:21:21.579871,51.736149388649196,51.52130899069241,50.851438943749486
2025-08-04 17:22:21.579871,52.53014118985185,52.536586503477665,51.68330817322391
2025-08-04 17:23:21.579871,50.816346826464276,52.23746587554379,48.78438777130964
2025-08-04 17:24:21.579871,50.89526665702759,50.238600768700806,47.541416748834656
2025-08-04 17:25:21.579871,49.016004048226065,50.869486710009014,50.932675100596775
2025-08-04 17:26:21.579871,49.0094484041541,46.96728991727708,48.264995676913145
2025-08-04 17:27:21.579871,49.545148707589355,47.794558628059065,50.50600981846412
2025-08-04 17:28:21.579871,50.130578370249815,51.46223116034738,49.85183946513683
2025-08-04 17:29:21.579871,45.80582816431243,48.08360695405035,49.13938600373138
2025-08-04 17:30:21.579871,47.60314733291758,48.075721236540126,48.5332980107257
2025-08-04 17:31:21.579871,49.484866541585845,49.20199222637431,46.569843783360405
2025-08-04 17:32:21.579871,45.80379855131186,46.99095406901479,45.623055254083816
2025-08-04 17:33:21.579871,46.27539648775246,46.78922932732983,47.497377509603226
2025-08-04 17:34:21.579871,48.19125964578942,49.09951856115253,45.84439674064755
2025-08-04 17:35:21.579871,46.782928902483526,45.0278835954424,44.685718212608926
2025-08-04 17:36:21.579871,45.96812699003167,45.17743157007282,15.63151609763932
2025-08-04 17:37:21.579871,45.45266930372776,44.53726578662248,44.54476004769212
2025-08-04 17:38:21.579871,44.3910714337366,46.039482386112574,45.386090110818344
2025-08-04 17:39:21.579871,43.885305444178336,44.85310172610127,44.57438566266624
2025-08-04 17:40:21.579871,44.59587398441329,44.001541895489495,42.89806038223667
2025-08-04 17:41:21.579871,44.273618250341684,43.34680056934155,43.550944472954704
2025-08-04 17:42:21.579871,44.817694077866456,45.064349198269625,45.04792542063861
2025-08-04 17:43:21.579871,42.6381302544092,44.93061001169167,44.4748512458599
2025-08-04 17:44:21.579871,44.48053588645821,45.52224029103015,41.766769907592234
2025-08-04 17:45:21.579871,42.40024512227784,42.6951030320204,41.845616734834515
2025-08-04 17:46:21.579871,41.98304786551593,42.32997036778994,42.17336949040891
2025-08-04 17:47:21.579871,43.14840953419281,41.88821178270431,41.12046356827723
2025-08-04 17:48:21.579871,42.735490679668665,42.18107872542651,41.10994867893655
2025-08-04 17:49:21.579871,42.03105278294547,40.22053075401383,41.123579305745885
2025-08-04 17:50:21.579871,41.840322626478674,42.21080901338755,39.86066958079298
2025-08-04 17:51:21.579871,41.996407728555965,39.09652207815944,42.147735257714345
2025-08-04 17:52:21.579871,41.05716084081713,41.81854533017126,41.32469371955349
2025-08-04 17:53:21.579871,42.2759786232499,40.579574909597866,40.375430498073676
2025-08-04 17:54:21.579871,42.52806205993778,40.56786002459871,42.34793767345849
2025-08-04 17:55:21.579871,40.89862937627174,39.57217391177084,39.88527979628563
2025-08-04 17:56:21.579871,39.505386908449786,41.994306447935905,40.0707882938806
2025-08-04 17:57:21.579871,39.543856863995195,39.21092593457641,39.331525390052185
2025-08-04 17:58:21.579871,39.39871690710401,41.94063447547812,40.2235743831927
2025-08-04 17:59:21.579871,39.03977897733489,41.05213116077745,40.617257032381254
2025-08-04 18:00:21.579871,40.99571203263188,40.39665727440901,39.47045519250923
2025-08-04 18:01:21.579871,41.46222976119841,40.651163834194456,40.13629333557073
2025-08-04 18:02:21.579871,40.98069558418252,40.754347820322074,40.13327173630288
2025-08-04 18:03:21.579871,40.58378105670101,41.60198862482869,39.28528751803885
2025-08-04 18:04:21.579871,40.8225458527273,41.03787120777725,39.424277201137905
2025-08-04 18:05:21.579871,41.42055582273719,40.50556975072095,41.53513769237969
2025-08-04 18:06:21.579871,42.77152254423806,40.73824648341584,42.66853323624495
2025-08-04 18:07:21.579871,40.44674943093638,40.335106838765824,40.36802474301846
2025-08-04 18:08:21.579871,41.79263991816359,39.364003233865965,41.70486264034365
2025-08-04 18:09:21.579871,69.66887786518855,39.06474419301521,40.91987788587659
2025-08-04 18:10:21.579871,41.23439881673309,41.17035063789296,40.89414084829283
2025-08-04 18:11:21.579871,41.06245681812469,39.38153932135019,41.51113586104053
2025-08-04 18:12:21.579871,42.51245769972785,39.76928786526763,42.11463117304593
2025-08-04 18:13:21.579871,42.38817049616742,42.550473924709955,42.93206937918706
2025-08-04 18:14:21.579871,40.72667890277606,42.29103970708754,41.63143654439449
2025-08-04 18:15:21.579871,43.19187591665481,44.036605547215395,43.619329018400734
2025-08-04 18:16:21.579871,42.04191594601456,43.802882867306785,42.427524960324845
2025-08-04 18:17:21.579871,42.04450031066443,42.85988726231834,42.87625313812501
2025-08-04 18:18:21.579871,43.29648590078979,44.35858016855519,42.75106694718581
2025-08-04 18:19:21.579871,44.88163813548719,43.18991908323952,42.98037606897911
2025-08-04 18:20:21.579871,43.147461689630745,43.77393105096642,44.49868492449885
2025-08-04 18:21:21.579871,43.324308479117406,44.810959684855526,45.062706974834605
2025-08-04 18:22:21.579871,43.59548077185295,44.85131338800291,43.451228658977406
2025-08-04 18:23:21.579871,45.63632246287154,46.17414261537282,44.90623327301229
2025-08-04 18:24:21.579871,45.052833113239046,47.134430721499925,45.76723907729183
2025-08-04 18:25:21.579871,43.75539364035726,46.040001544882436,44.96050428370749
2025-08-04 18:26:21.579871,47.47683839597891,47.8656055183204,45.56220204949143
2025-08-04 18:27:21.579871,47.018592467479216,45.555351505914416,46.78973856095887
2025-08-04 18:28:21.579871,46.49126944475822,47.03122557005384,46.09287587429369
2025-08-04 18:29:21.579871,47.91917100399722,46.267986486065475,46.49903788708021
2025-08-04 18:30:21.579871,47.10741155082548,48.5022709832584,47.31976272993775
2025-08-04 18:31:21.579871,49.35292691552225,47.69365636603656,47.663177860718356
2025-08-04 18:32:21.579871,49.710440750298744,48.9141346905655,49.58547344990174
2025-08-04 18:33:21.579871,48.701567083405614,50.02523095032519,47.41461300297358
2025-08-04 18:34:21.579871,48.03090134993151,48.892582309896994,50.7262107432573
2025-08-04 18:35:21.579871,50.48604390979404,49.159930237520314,51.288944021627195
2025-08-04 18:36:21.579871,50.20286734492575,50.0988143441635,50.37296766374651
2025-08-04 18:37:21.579871,51.01041746177146,52.961419203645434,51.13817586697669
2025-08-04 18:38:21.579871,49.89645147129293,51.777162753461866,51.93632500855666
2025-08-04 18:39:21.579871,51.777726273856295,52.25852143728192,53.309674173955486
2025-08-04 18:40:21.579871,52.460920524254306,50.32798976260296,53.01105014734689
2025-08-04 18:41:21.579871,50.983100633789135,52.926140078681414,52.519330338953736
2025-08-04 18:42:21.579871,52.59000010502221,54.11432652364013,53.18093064513717
2025-08-04 18:43:21.579871,52.67981123041229,53.43138084334316,55.27292709977553
2025-08-04 18:44:21.579871,55.37649631396163,53.386647864553176,52.87156940570189
2025-08-04 18:45:21.579871,53.74443331026803,54.362174609789655,54.762079373796894
2025-08-04 18:46:21.579871,55.85880790271969,57.0933602283312,54.626031339246786
2025-08-04 18:47:21.579871,57.1466224392419,54.733368464551226,56.052460682695134
2025-08-04 18:48:21.579871,54.203717634605226,57.10927821392015,56.77359301616073
2025-08-04 18:49:21.579871,57.10628914500404,55.63019098984693,57.10675693911335
2025-08-04 18:50:21.579871,56.58430487326211,55.82537714226515,55.64828520381546
2025-08-04 18:51:21.579871,56.974424610002124,55.92114925631039,56.22989271193103
2025-08-04 18:52:21.579871,55.72101613799529,57.4207421595122,59.1602976078627
2025-08-04 18:53:21.579871,56.59934784027789,57.12844202796414,55.09334845655071
2025-08-04 18:54:21.579871,55.832728689388844,58.475897594611105,56.774310615067314
2025-08-04 18:55:21.579871,58.54608193984228,57.80243322676293,58.1191113585156
2025-08-04 18:56:21.579871,58.964867202558366,58.591233902585934,57.92497647396459
2025-08-04 18:57:21.579871,59.11130524231211,60.976389917811815,58.673478245345535
2025-08-04 18:58:21.579871,59.1217125293123,58.81634352003245,61.5858848385106
2025-08-04 18:59:21.579871,57.95333434523781,59.77781546179506,60.64961135843416
2025-08-04 19:00:21.579871,58.11192933216453,59.6607878027556,59.868867861930866
2025-08-04 19:01:21.579871,60.301093307586214,58.565889841323894,60.22554392714076
2025-08-04 19:02:21.579871,60.58296723322542,60.50173635466988,60.14019271053571
2025-08-04 19:03:21.579871,59.340957324216745,60.462634815567064,60.11647947026809
2025-08-04 19:04:21.579871,59.43524160177482,60.390313360177366,60.39329852636993
2025-08-04 19:05:21.579871,58.62644816237934,59.55260421660217,60.19802419628939
2025-08-04 19:06:21.579871,58.56239242121261,58.54858443074454,59.991959530758486
2025-08-04 19:07:21.579871,60.01717035305069,59.83076330606,61.32668353427636
2025-08-04 19:08:21.579871,59.12461797532384,60.32373998906411,59.77418034895753
2025-08-04 19:09:21.579871,60.18391432431127,60.865544185722136,59.91313885068124
2025-08-04 19:10:21.579871,60.52978861688299,60.78734568446745,60.283972464849604
2025-08-04 19:11:21.579871,60.39215162386445,60.19894420106408,61.1124997875155
2025-08-04 19:12:21.579871,63.034754605278145,61.62251151998109,61.23731337030853
2025-08-04 19:13:21.579871,60.2354749145843,61.3533099256667,60.749163261507434
2025-08-04 19:14:21.579871,60.98014748809629,62.26738805550907,61.24266438885442
2025-08-04 19:15:21.579871,60.646652127630766,60.097723104070226,60.919367469711
2025-08-04 19:16:21.579871,59.343705092068625,60.07888752025683,58.77314911574972
2025-08-04 19:17:21.579871,60.577996044073956,60.14960160746779,61.03783290243933
2025-08-04 19:18:21.579871,60.7934128595997,59.81548514975334,62.463205730147344
2025-08-04 19:19:21.579871,60.14727937666207,60.1731131248482,60.78063276535247
2025-08-04 19:20:21.579871,59.849408975477914,59.96825074498219,61.04264030421805
2025-08-04 19:21:21.579871,60.49028604923388,60.31522132315763,58.94559817051011
2025-08-04 19:22:21.579871,28.480135913802172,60.31969391618096,59.89752101170805
2025-08-04 19:23:21.579871,58.50647601059296,58.86901036702372,60.473144666109924
2025-08-04 19:24:21.579871,57.42894246441321,59.64022333554881,59.56743489525758
2025-08-04 19:25:21.579871,58.268185275291174,58.4860469196382,58.76888308755299
2025-08-04 19:26:21.579871,59.8935542253251,58.42741005949636,59.57023869030235
2025-08-04 19:27:21.579871,59.72472997733094,59.77516117878706,59.66558742589616
2025-08-04 19:28:21.579871,58.859774447368174,58.93328992182939,58.66207917028885
2025-08-04 19:29:21.579871,58.873457006237345,58.245869720584054,57.17775307927627
2025-08-04 19:30:21.579871,57.696966549658605,57.86935989743168,59.322095241001755
2025-08-04 19:31:21.579871,57.16040206273778,57.3128183956025,57.319475988341026
2025-08-04 19:32:21.579871,57.14552995250743,55.738803201948656,55.27579030635039
2025-08-04 19:33:21.579871,58.185521624956536,57.75721360431726,55.57252292277867
2025-08-04 19:34:21.579871,57.66711992635975,56.486007660062,56.63444091501304
2025-08-04 19:35:21.579871,54.182142175321424,56.525768153934635,55.54371260313725
2025-08-04 19:36:21.579871,57.75066765066718,55.90963743108965,55.7263464382178
2025-08-04 19:37:21.579871,57.028590883643076,54.31469320800573,56.05044203499823
2025-08-04 19:38:21.579871,55.795832882660186,55.29993794580678,54.06263473074991
2025-08-04 19:39:21.579871,56.278893740273936,54.74924211856186,55.09241688988854
2025-08-04 19:40:21.579871,54.41851050315481,53.602555155458724,52.37778359190624
2025-08-04 19:41:21.579871,55.26812918441212,54.591103704211335,53.74508436801417
2025-08-04 19:42:21.579871,53.71072634551521,54.018141396778724,51.636603178854706
2025-08-04 19:43:21.579871,51.90194851760623,52.104681380252245,51.977253869659435
2025-08-04 19:44:21.579871,52.30742525476346,52.77067671727669,52.012154248593745
2025-08-04 19:45:21.579871,50.24930645296212,53.43788040323439,51.41730702852459
2025-08-04 19:46:21.579871,52.340450161368004,50.013649706699894,53.70539546870563
2025-08-04 19:47:21.579871,51.693188973100476,51.95829578579156,49.79496500310472
2025-08-04 19:48:21.579871,50.92279765561166,50.91842319943891,49.729016872494114
2025-08-04 19:49:21.579871,51.24529592161152,50.338557279996294,50.10832805926699
2025-08-04 19:50:21.579871,49.023040106549345,49.85218318030438,48.396185007728306
2025-08-04 19:51:21.579871,47.94412582121229,49.22953476803862,49.69798999874778
2025-08-04 19:52:21.579871,49.61627960456116,47.8773125588054,49.938017564689765
2025-08-04 19:53:21.579871,49.06307738229432,49.0987225934481,47.76210129478699
2025-08-04 19:54:21.579871,47.96422610013619,48.552803433831194,47.52901049221287
2025-08-04 19:55:21.579871,47.86759407689985,47.91742143969704,47.77504539360281
2025-08-04 19:56:21.579871,47.50320577159613,47.031824670396496,46.261348786438276
2025-08-04 19:57:21.579871,47.098329874167135,48.086748467896584,47.779063531367875
2025-08-04 19:58:21.579871,46.71628048698097,46.51159493775917,47.17159135956389
2025-08-04 19:59:21.579871,47.356505698361175,45.2815209152412,47.363577187322164
2025-08-04 20:00:21.579871,45.576837407159275,45.17037215526603,44.67520800809551
2025-08-04 20:01:21.579871,44.826991416851406,45.26693903982038,45.26362524069943
2025-08-04 20:02:21.579871,46.6589574785374,43.30027494450516,44.13840177371827
2025-08-04 20:03:21.579871,44.866073817668195,45.32595832124727,43.438973167967525
2025-08-04 20:04:21.579871,42.72546531392622,43.92560277944076,46.30047809519089
2025-08-04 20:05:21.579871,43.34605537193425,44.329848918497504,43.0057087288832
2025-08-04 20:06:21.579871,43.248434596171464,45.08215972159458,43.29872313423099
2025-08-04 20:07:21.579871,42.87561663598608,43.292674259902824,44.17413782642027
2025-08-04 20:08:21.579871,42.16987525061629,43.2395776163136,43.51738486756375
2025-08-04 20:09:21.579871,43.088732768566835,42.793238083642,42.05624078856353
2025-08-04 20:10:21.579871,41.97147213917631,42.79240974802594,42.25294816089501
2025-08-04 20:11:21.579871,43.698376935199114,42.429764885974706,42.11891493240157
2025-08-04 20:12:21.579871,41.05507989326224,42.17878311996546,40.973840390246465
2025-08-04 20:13:21.579871,42.2946852073685,40.088767796239026,40.97728424590143
2025-08-04 20:14:21.579871,41.471979784193124,43.04026188792538,40.85758816687065
2025-08-04 20:15:21.579871,41.30224470024614,42.54417813123488,42.17470028584733
2025-08-04 20:16:21.579871,40.35082884559969,40.23678287204772,40.605098183487016
2025-08-04 20:17:21.579871,42.62928119259056,40.84384774501662,42.11460557181061
2025-08-04 20:18:21.579871,42.067973212583645,42.424617967957374,39.57108572634411
2025-08-04 20:19:21.579871,41.04835955621766,40.52482672330673,41.19088327967538
2025-08-04 20:20:21.579871,40.53023785184636,39.61848718706827,40.76892750350828
2025-08-04 20:21:21.579871,41.40511493442403,42.32920392565484,41.668462382408364
2025-08-04 20:22:21.579871,39.74361871174484,39.8523333356471,40.80204339498372
2025-08-04 20:23:21.579871,40.827975332797955,40.78787709813587,41.8558662740389
2025-08-04 20:24:21.579871,39.93381713336942,40.62919683064533,41.86072557500985
2025-08-04 20:25:21.579871,41.24505115747064,40.13846030349031,41.046277613683834
2025-08-04 20:26:21.579871,41.278102327431846,40.253368953215194,39.68246533009036
2025-08-04 20:27:21.579871,41.32041554937388,40.26775557179884,41.48556761762047
2025-08-04 20:28:21.579871,40.773583703279684,42.07446725548935,39.12677609230721
2025-08-04 20:29:21.579871,39.62682054332769,40.57863788128671,40.43901240173348
2025-08-04 20:30:21.579871,41.54184365931793,42.23336004304864,42.300234113190605
2025-08-04 20:31:21.579871,41.160681784534574,41.467189337496485,41.57570550255153
2025-08-04 20:32:21.579871,42.584074656254764,42.1861359792323,40.33092816761119
2025-08-04 20:33:21.579871,41.671294497354424,40.563481650302364,42.29996438157453
2025-08-04 20:34:21.579871,41.98734615426202,41.58916595427422,41.04507028199196
2025-08-04 20:35:21.579871,42.298420606004036,42.26599023911865,44.38691121370208
2025-08-04 20:36:21.579871,9.780605670030909,41.130558549630884,42.58072543139409
2025-08-04 20:37:21.579871,41.651015366389494,42.94507299240225,40.71071688232025
2025-08-04 20:38:21.579871,43.258480087009026,42.307623199173335,43.13452339487253
2025-08-04 20:39:21.579871,40.70909552443803,42.66533882339091,42.41251620504816
2025-08-04 20:40:21.579871,42.46878723194387,42.181046929409064,42.76628052351602
2025-08-04 20:41:21.579871,44.5613760478721,44.52961117696359,43.02774256969019
2025-08-04 20:42:21.579871,43.37340827029911,44.34097189797102,43.531464301745046
2025-08-04 20:43:21.579871,44.51006241861206,44.939170603855,44.1048281935952
2025-08-04 20:44:21.579871,43.97413982945601,43.819273395219085,43.75867203239504
2025-08-04 20:45:21.579871,45.689048506609836,46.218771743985116,44.27925935039151
2025-08-04 20:46:21.579871,45.56107323135862,46.30985658687094,45.51583997809277
2025-08-04 20:47:21.579871,43.298835956952,46.317355697334754,45.527796780650604
2025-08-04 20:48:21.579871,45.7092400405845,46.42922756892873,46.03710159337509
2025-08-04 20:49:21.579871,46.33207600795163,48.03738646104332,45.43139575197236
2025-08-04 20:50:21.579871,47.0211576036442,47.1718542999656,46.690774775324634
2025-08-04 20:51:21.579871,48.036556662067014,47.39662293628849,47.085867536380256
2025-08-04 20:52:21.579871,48.56667281475444,45.41208599131629,48.31234774809019
2025-08-04 20:53:21.579871,48.38678094404262,48.943096488220334,47.22005864338035
2025-08-04 20:54:21.579871,48.01356431172469,49.488417310010334,47.64193284052498
2025-08-04 20:55:21.579871,49.993721653698806,47.33390313785505,48.78331251569801
2025-08-04 20:56:21.579871,47.41055064931153,48.678220876615775,50.145119743169346
2025-08-04 20:57:21.579871,49.65039811671624,50.05836089475422,48.73246183750488
2025-08-04 20:58:21.579871,52.70123609190954,49.44468554232961,51.492444804510086
2025-08-04 20:59:21.579871,49.60242678196457,51.00154260295302,49.96026789019987
2025-08-04 21:00:21.579871,48.15780786054253,51.875181699495585,51.804743218616466
2025-08-04 21:01:21.579871,51.354593180649196,51.306916315728785,52.53640104956601
2025-08-04 21:02:21.579871,51.55796715409166,51.961720754624054,50.64088608144121
2025-08-04 21:03:21.579871,51.73194555115126,52.25789138358707,52.44292735106435
2025-08-04 21:04:21.579871,54.74164118233157,54.59241955895232,52.60903762071757
2025-08-04 21:05:21.579871,53.26752180160592,51.46002771315001,51.75484026165172
2025-08-04 21:06:21.579871,53.261373166372486,55.55080470635292,52.719369910872324
2025-08-04 21:07:21.579871,53.04559934148053,54.29477381546691,56.33624904427953
2025-08-04 21:08:21.579871,54.33622646068186,54.69798663818322,54.04364453002953
2025-08-04 21:09:21.579871,55.86125330743634,55.483195907387724,55.17569098524683
2025-08-04 21:10:21.579871,53.3410401187293,54.47274084366348,53.89431219928461
2025-08-04 21:11:21.579871,57.39744339117837,56.02922207651538,55.56173216391311
2025-08-04 21:12:21.579871,55.57019360606596,57.00351144216533,55.467372099997725
2025-08-04 21:13:21.579871,57.22825205998847,57.11336521795471,58.41828029295572
2025-08-04 21:14:21.579871,55.69306138031763,56.05403463027297,55.48231201752955
2025-08-04 21:15:21.579871,58.16786970000396,56.19178463508084,55.59015413226369
2025-08-04 21:16:21.579871,56.437353867077896,57.271272979628286,57.84612035399702
2025-08-04 21:17:21.579871,56.72155415511277,56.10776264231762,58.59677021725946
2025-08-04 21:18:21.579871,56.80839401045559,57.85007301377559,58.784803119349135
2025-08-04 21:19:21.579871,58.74807417228189,59.423363497100205,58.66851043945418
2025-08-04 21:20:21.579871,58.84717807752171,55.24923713902665,58.316413667934604
2025-08-04 21:21:21.579871,59.17713359783457,58.73727263906299,59.335999751482106
2025-08-04 21:22:21.579871,59.69767365533312,58.757337860812854,58.77074917399917
2025-08-04 21:23:21.579871,60.73362777546335,58.272897068168334,61.80058755420718
2025-08-04 21:24:21.579871,61.167280002432975,58.53246487533736,59.16217838180242
2025-08-04 21:25:21.579871,60.29503047192795,60.35351353771238,61.06012893613898
2025-08-04 21:26:21.579871,59.75055735090829,59.98106948043927,62.04074565724022
2025-08-04 21:27:21.579871,60.23460846009186,60.001073885954014,60.12027997539121
2025-08-04 21:28:21.579871,60.00660062123895,60.81126860581769,60.18532267277891
2025-08-04 21:29:21.579871,61.02581716359266,62.00796624630076,60.564210647456974
2025-08-04 21:30:21.579871,61.35139623196592,61.27676709983472,61.63184616604063
2025-08-04 21:31:21.579871,63.43185079307368,61.29244999250526,61.38646550927708
2025-08-04 21:32:21.579871,61.76387588447688,60.43287844080411,60.62725091771473
2025-08-04 21:33:21.579871,61.003668565112775,60.562855325730965,59.08945215477032
2025-08-04 21:34:21.579871,60.66714833796973,60.71357427437558,61.662039414287946
2025-08-04 21:35:21.579871,61.520776714766285,60.9159114694824,60.550154077412934
2025-08-04 21:36:21.579871,62.06966082039087,62.69649755705285,60.49565086252153
2025-08-04 21:37:21.579871,61.98879027395742,62.61091243565946,63.02906749943992
2025-08-04 21:38:21.579871,61.3880680719099,60.39931810658956,61.13286367701041
2025-08-04 21:39:21.579871,60.651778345888474,59.817309207958765,62.249272543315385
2025-08-04 21:40:21.579871,61.15907561328603,60.12371535907847,60.58347645029272
2025-08-04 21:41:21.579871,60.58261288739084,60.16356116262411,62.0038069440426
2025-08-04 21:42:21.579871,61.877862278620206,60.41749589170867,59.82906265073909
2025-08-04 21:43:21.579871,60.49948404068614,61.12633227796392,62.98227025776843
2025-08-04 21:44:21.579871,60.67190625148884,61.770876872199544,61.39239659424504
2025-08-04 21:45:21.579871,58.83408554468004,61.34641682249083,58.554734842565395
2025-08-04 21:46:21.579871,57.89658099408806,60.350714610764314,61.22988653702686
2025-08-04 21:47:21.579871,60.72542427692956,59.67131896761272,60.53608867663963
2025-08-04 21:48:21.579871,59.166391664160656,58.44510935933476,59.856235794024045
2025-08-04 21:49:21.579871,59.27728231110927,59.591343466912804,60.2766385131104
2025-08-04 21:50:21.579871,58.2971422341105,60.37869615993008,60.12979623672186
2025-08-04 21:51:21.579871,59.46450457890025,60.958325262489126,59.06391187597012
2025-08-04 21:52:21.579871,58.408128809982635,58.09275171071654,58.95887694584006
2025-08-04 21:53:21.579871,56.917125480332174,59.56730877576405,57.646840276272435
2025-08-04 21:54:21.579871,57.33407818065143,58.824980175691685,58.36038703903609
2025-08-04 21:55:21.579871,58.26006822741302,58.34625138056129,59.21688475418938
2025-08-04 21:56:21.579871,58.9578004267247,58.19287513583358,58.5290190657857
2025-08-04 21:57:21.579871,55.46879783750864,57.28328755583561,56.63663641461486
2025-08-04 21:58:21.579871,55.880262954331684,57.625053333339174,58.21953159138885
2025-08-04 21:59:21.579871,56.67249299169872,58.34758843226954,59.50455049810702
2025-08-04 22:00:21.579871,56.541299769320545,55.34939631565778,55.804065328560846
